,date,Country,Start Date,End Date,Geo Locations,Disaster Type,Total Damages,Total Deaths,Total Affected
468,2022-09-17,Syrian Arab Republic,2022-09-11,2022-09-20,,Epidemic,,23.0,1189.0
469,2022-09-17,Ireland,,,,,,,
470,2022-09-17,Kiribati,,,,,,,
471,2022-09-17,Oman,,,,,,,
472,2022-09-17,Solomon Islands,,,,,,,
473,2022-09-17,Somalia,,,,,,,
474,2022-09-17,Iran (Islamic Republic of),,,,,,,
475,2022-09-17,Iraq,,,,,,,
476,2022-09-17,Israel,,,,,,,
477,2022-09-17,Kazakhstan,,,,,,,
478,2022-09-17,Kenya,,,,,,,
479,2022-09-17,Kyrgyzstan,,,,,,,
480,2022-09-17,Lebanon,,,,,,,
481,2022-09-17,Mali,2022-07-01,2022-10-31,Mopti (Adm1). ,Flood,,10.0,79012.0
482,2022-09-17,Mozambique,,,,,,,
483,2022-09-17,Nigeria,2022-07-01,2022-10-31,"Adamawa, Akwa Ibom, Anambra, Bayelsa, Benue, Borno, Cross River, Delta, Enugu, Imo, Kebbi, Kogi, Lagos, Nassarawa, Niger, Rivers, Taraba, Yobe (Adm1). ",Flood,4200000.0,603.0,2802500.0
484,2022-09-17,Nicaragua,,,,,,,
485,2022-09-17,New Zealand,,,,,,,
486,2022-09-17,Panama,,,,,,,
487,2022-09-17,Papua New Guinea,,,,,,,
488,2022-09-17,Poland,,,,,,,
489,2022-09-17,Korea (the Democratic People's Republic of),,,,,,,
490,2022-09-17,Portugal,,,,,,,
491,2022-09-17,Paraguay,,,,,,,
492,2022-09-17,Romania,,,,,,,
493,2022-09-17,Russian Federation (the),,,,,,,
494,2022-09-17,Saudi Arabia,,,,,,,
495,2022-09-17,Sudan (the),2022-05-10,2022-09-30,"Kassala, Southern Kordofan, Western Darfur, White Nile (Adm1). Kas (Adm2). ",Flood,10000.0,146.0,349122.0
496,2022-09-17,Sierra Leone,,,,,,,
497,2022-09-17,El Salvador,,,,,,,
498,2022-09-17,Netherlands (the),,,,,,,
499,2022-09-17,Morocco,,,,,,,
500,2022-09-17,Korea (the Republic of),,,,,,,
501,2022-09-17,Liberia,,,,,,,
502,2022-09-17,Niger (the),2022-06-01,2022-09-30,"Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder (Adm1). ",Flood,,195.0,322185.0
503,2022-09-17,Thailand,,,,,,,
504,2022-09-17,United States of America (the),,,,,,,
505,2022-09-17,Viet Nam,,,,,,,
506,2022-09-17,Congo (the Democratic Republic of the),,,,,,,
507,2022-09-17,Turkey,,,,,,,
508,2022-09-17,Taiwan (Province of China),,,,,,,
509,2022-09-17,"Tanzania, United Republic of",,,,,,,
510,2022-09-17,Vanuatu,,,,,,,
511,2022-09-17,Yemen,,,,,,,
512,2022-09-17,Zimbabwe,,,,,,,
513,2022-09-17,Tuvalu,,,,,,,
514,2022-09-17,Uruguay,,,,,,,
515,2022-09-17,Venezuela (Bolivarian Republic of),,,,,,,
516,2022-09-17,Northern Mariana Islands (the),,,,,,,
517,2022-09-17,Timor-Leste,,,,,,,
518,2022-09-17,South Sudan,,,,,,,
519,2022-09-17,Tonga,,,,,,,
520,2022-09-17,Uganda,,,,,,,
521,2022-09-17,Ukraine,,,,,,,
522,2022-09-17,South Africa,,,,,,,
523,2022-09-17,Serbia,,,,,,,
524,2022-09-17,Armenia,,,,,,,
525,2022-09-17,Benin,2022-09-01,2022-10-31,"Abomey-calavi, Adjohoun, Aguegue, Athieme, Banikoara, Bonou, Bopa, Cotonou, Dangbo, Dassa, Glazoue, Grand-popo, Karimama, Lokossa, Malanville, Ouesse, Ouinhi, Savalou, Seme-kpodji, So-ava, Tchaourou, Zangnanado, Ze, Zogbodome (Adm2). ",Flood,,44.0,73000.0
526,2022-09-17,Guadeloupe,2022-09-16,2022-09-17,,Storm,,1.0,
527,2022-09-17,Hong Kong,,,,,,,
528,2022-09-17,Belarus,,,,,,,
529,2022-09-17,Anguilla,,,,,,,
530,2022-09-17,United Arab Emirates (the),,,,,,,
531,2022-09-17,Antigua and Barbuda,,,,,,,
532,2022-09-17,Barbados,,,,,,,
533,2022-09-17,Botswana,,,,,,,
534,2022-09-17,Switzerland,,,,,,,
535,2022-09-17,Czech Republic (the),,,,,,,
536,2022-09-17,Djibouti,,,,,,,
537,2022-09-17,Estonia,,,,,,,
538,2022-09-17,Guinea-Bissau,,,,,,,
539,2022-09-17,Comoros (the),,,,,,,
540,2022-09-17,Cambodia,2022-09-01,2022-10-13,Otdar Meanchey (Adm1). ,Flood,,15.0,167770.0
541,2022-09-17,Hungary,,,,,,,
542,2022-09-17,Saint Lucia,,,,,,,
543,2022-09-17,Jamaica,,,,,,,
544,2022-09-17,Mongolia,,,,,,,
545,2022-09-17,Macao,,,,,,,
546,2022-09-17,Puerto Rico,2022-09-17,2022-09-18,,Storm,2500000.0,25.0,
547,2022-09-17,Martinique,,,,,,,
548,2022-09-17,Mauritania,,,,,,,
549,2022-09-17,Saint Kitts and Nevis,,,,,,,
550,2022-09-17,French Polynesia,,,,,,,
551,2022-09-17,Latvia,,,,,,,
552,2022-09-17,Mauritius,,,,,,,
553,2022-09-17,Réunion,,,,,,,
554,2022-09-17,Jordan,,,,,,,
555,2022-09-17,Kuwait,,,,,,,
556,2022-09-17,Lithuania,,,,,,,
557,2022-09-17,Marshall Islands (the),,,,,,,
558,2022-09-17,Palau,,,,,,,
559,2022-09-17,Qatar,,,,,,,
560,2022-09-17,Moldova (the Republic of),,,,,,,
561,2022-09-17,Libya,,,,,,,
562,2022-09-17,Maldives,,,,,,,
563,2022-09-17,Saint Vincent and the Grenadines,,,,,,,
564,2022-09-17,Singapore,,,,,,,
565,2022-09-17,Virgin Island (U.S.),,,,,,,
566,2022-09-17,Tunisia,,,,,,,
567,2022-09-17,Turks and Caicos Islands (the),,,,,,,
568,2022-09-17,Saint Barthélemy,,,,,,,
569,2022-09-17,Slovakia,,,,,,,
570,2022-09-17,Chad,2022-06-06,2022-10-31,"Batha Est, Batha Ouest, Ennedi, Logone Oriental, Mandoul, Ouaddai, Salamat, Sila, Tandjile Est, Tandjile Ouest (Adm1). ",Flood,,22.0,1100229.0
571,2022-09-17,Virgin Island (British),,,,,,,
572,2022-09-17,Zambia,,,,,,,
573,2022-09-17,Montenegro,,,,,,,
574,2022-09-17,Saint Martin (French Part),,,,,,,
575,2022-09-17,Sint Maarten (Dutch part),,,,,,,
576,2022-09-17,Trinidad and Tobago,,,,,,,
577,2022-09-17,Sweden,2022-05-30,2022-09-30,,Extreme temperature ,,40.0,
578,2022-09-17,Samoa,,,,,,,
579,2022-09-17,Congo (the),,,,,,,
580,2022-09-17,Bhutan,,,,,,,
581,2022-09-17,Cyprus,2022-05-30,2022-09-30,,Extreme temperature ,,101.0,
582,2022-09-17,Denmark,,,,,,,
583,2022-09-17,Gambia (the),2022-07-30,2022-10-31,"North Bank, West Coast (Adm1). Banjul (Adm2). ",Flood,,6.0,17201.0
584,2022-09-17,Luxembourg,,,,,,,
585,2022-09-17,Norway,2022-05-30,2022-09-30,,Extreme temperature ,,30.0,
586,2022-09-17,French Guiana,,,,,,,
587,2022-09-17,Isle of Man,,,,,,,
588,2022-09-17,Namibia,,,,,,,
589,2022-09-17,Lesotho,,,,,,,
590,2022-09-17,New Caledonia,,,,,,,
591,2022-09-17,Senegal,,,,,,,
592,2022-09-17,Uzbekistan,,,,,,,
593,2022-09-17,Slovenia,,,,,,,
594,2022-09-17,Togo,,,,,,,
595,2022-09-17,Sao Tome and Principe,,,,,,,
596,2022-09-17,Canary Is,,,,,,,
597,2022-09-17,Eswatini,,,,,,,
598,2022-09-17,Finland,,,,,,,
599,2022-09-17,Malta,,,,,,,
600,2022-09-17,Gabon,,,,,,,
601,2022-09-17,Equatorial Guinea,,,,,,,
602,2022-09-17,Guam,,,,,,,
603,2022-09-18,China,,,,,,,
604,2022-09-18,Dominica,,,,,,,
605,2022-09-18,Bangladesh,2022-05-17,2022-09-30,"Bogra, Gaibandha, Jamalpur, Kurigram, Lalmonirhat, Madaripur, Nilphamari, Shariatpur, Sirajganj (Adm2). ",Flood,462500.0,141.0,7200000.0
606,2022-09-18,Afghanistan,,,,,,,
607,2022-09-18,Chile,,,,,,,
608,2022-09-18,Egypt,,,,,,,
609,2022-09-18,Australia,,,,,,,
610,2022-09-18,Bahamas (the),,,,,,,
611,2022-09-18,Angola,,,,,,,
612,2022-09-18,Albania,,,,,,,
613,2022-09-18,Côte d’Ivoire,,,,,,,
614,2022-09-18,Colombia,2022-08-27,2022-10-18,"Caimito, Guaranda, Majagual (Adm2). ",Flood,,,167250.0
615,2022-09-18,Costa Rica,,,,,,,
616,2022-09-18,Ecuador,,,,,,,
617,2022-09-18,Georgia,,,,,,,
618,2022-09-18,Burkina Faso,,,,,,,
619,2022-09-18,Brazil,,,,,,,
620,2022-09-18,Cuba,,,,,,,
621,2022-09-18,Argentina,,,,,,,
622,2022-09-18,Central African Republic,2022-07-01,2022-10-31,"Bangui, Lobaye, Ouaka, Ouham-Pendé (Adm1). ",Flood,,16.0,118003.0
623,2022-09-18,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,
624,2022-09-18,Haiti,,,,,,,
625,2022-09-18,Burundi,,,,,,,
626,2022-09-18,Belgium,,,,,,,
627,2022-09-18,Bulgaria,,,,,,,
628,2022-09-18,Bosnia and Herzegovina,,,,,,,
629,2022-09-18,Belize,,,,,,,
630,2022-09-18,Bolivia (Plurinational State of),,,,,,,
631,2022-09-18,Canada,,,,,,,
632,2022-09-18,Cameroon,2022-06-26,2022-10-31,,Flood,15000.0,2.0,153095.0
633,2022-09-18,Cabo Verde,,,,,,,
634,2022-09-18,Dominican Republic (the),,,,,,,
635,2022-09-18,Algeria,,,,,,,
636,2022-09-18,Spain,,,,,,,
637,2022-09-18,France,,,,,,,
638,2022-09-18,Micronesia (Federated States of),,,,,,,
639,2022-09-18,Ghana,,,,,,,
640,2022-09-18,Guinea,,,,,,,
641,2022-09-18,Greece,,,,,,,
642,2022-09-18,Guatemala,,,,,,,
643,2022-09-18,Guyana,,,,,,,
644,2022-09-18,Croatia,,,,,,,
645,2022-09-18,Fiji,,,,,,,
646,2022-09-18,Ethiopia,2022-09-16,2023-07-27,,Epidemic,,31.0,11146.0
647,2022-09-18,Austria,,,,,,,
648,2022-09-18,Germany,,,,,,,
649,2022-09-18,Honduras,2022-07-02,2022-09-28,"Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Intibuca, La Paz, Lempira, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro (Adm1). ",Flood,,9.0,76657.0
650,2022-09-18,Macedonia (the former Yugoslav Republic of),,,,,,,
651,2022-09-18,India,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
652,2022-09-18,India,2022-09-18,2022-09-24,Uttar Pradesh (Adm1). ,Flood,,,
653,2022-09-18,Japan,2022-09-18,2022-09-20,Kagosima (Adm1). ,Storm,2000000.0,5.0,1340.0
654,2022-09-18,Madagascar,,,,,,,
655,2022-09-18,Philippines (the),,,,,,,
656,2022-09-18,Mexico,,,,,,,
657,2022-09-18,Malawi,2022-03-03,2023-03-17,,Epidemic,,1560.0,50454.0
658,2022-09-18,Nepal,,,,,,,
659,2022-09-18,Pakistan,,,,,,,
660,2022-09-18,Italy,,,,,,,
661,2022-09-18,Lao People's Democratic Republic (the),,,,,,,
662,2022-09-18,Sri Lanka,,,,,,,
663,2022-09-18,Myanmar,,,,,,,
664,2022-09-18,Malaysia,,,,,,,
665,2022-09-18,Peru,,,,,,,
666,2022-09-18,Rwanda,,,,,,,
667,2022-09-18,Tajikistan,,,,,,,
668,2022-09-18,Indonesia,,,,,,,
669,2022-09-18,"Palestine, State of",,,,,,,
670,2022-09-18,Syrian Arab Republic,2022-09-11,2022-09-20,,Epidemic,,23.0,1189.0
671,2022-09-18,Ireland,,,,,,,
672,2022-09-18,Kiribati,,,,,,,
673,2022-09-18,Oman,,,,,,,
674,2022-09-18,Solomon Islands,,,,,,,
675,2022-09-18,Somalia,,,,,,,
676,2022-09-18,Iran (Islamic Republic of),,,,,,,
677,2022-09-18,Iraq,,,,,,,
678,2022-09-18,Israel,,,,,,,
679,2022-09-18,Kazakhstan,,,,,,,
680,2022-09-18,Kenya,,,,,,,
681,2022-09-18,Kyrgyzstan,,,,,,,
682,2022-09-18,Lebanon,,,,,,,
683,2022-09-18,Mali,2022-07-01,2022-10-31,Mopti (Adm1). ,Flood,,10.0,79012.0
684,2022-09-18,Mozambique,,,,,,,
685,2022-09-18,Nigeria,2022-07-01,2022-10-31,"Adamawa, Akwa Ibom, Anambra, Bayelsa, Benue, Borno, Cross River, Delta, Enugu, Imo, Kebbi, Kogi, Lagos, Nassarawa, Niger, Rivers, Taraba, Yobe (Adm1). ",Flood,4200000.0,603.0,2802500.0
686,2022-09-18,Nicaragua,,,,,,,
687,2022-09-18,New Zealand,,,,,,,
688,2022-09-18,Panama,,,,,,,
689,2022-09-18,Papua New Guinea,,,,,,,
690,2022-09-18,Poland,,,,,,,
691,2022-09-18,Korea (the Democratic People's Republic of),,,,,,,
692,2022-09-18,Portugal,,,,,,,
693,2022-09-18,Paraguay,,,,,,,
694,2022-09-18,Romania,,,,,,,
695,2022-09-18,Russian Federation (the),,,,,,,
696,2022-09-18,Saudi Arabia,,,,,,,
697,2022-09-18,Sudan (the),2022-05-10,2022-09-30,"Kassala, Southern Kordofan, Western Darfur, White Nile (Adm1). Kas (Adm2). ",Flood,10000.0,146.0,349122.0
698,2022-09-18,Sierra Leone,,,,,,,
699,2022-09-18,El Salvador,,,,,,,
700,2022-09-18,Netherlands (the),,,,,,,
701,2022-09-18,Morocco,,,,,,,
702,2022-09-18,Korea (the Republic of),,,,,,,
703,2022-09-18,Liberia,,,,,,,
704,2022-09-18,Niger (the),2022-06-01,2022-09-30,"Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder (Adm1). ",Flood,,195.0,322185.0
705,2022-09-18,Thailand,,,,,,,
706,2022-09-18,United States of America (the),,,,,,,
707,2022-09-18,Viet Nam,,,,,,,
708,2022-09-18,Congo (the Democratic Republic of the),,,,,,,
709,2022-09-18,Turkey,,,,,,,
710,2022-09-18,Taiwan (Province of China),2022-09-18,2022-09-18,,Earthquake,50000.0,1.0,140.0
711,2022-09-18,"Tanzania, United Republic of",,,,,,,
712,2022-09-18,Vanuatu,,,,,,,
713,2022-09-18,Yemen,,,,,,,
714,2022-09-18,Zimbabwe,,,,,,,
715,2022-09-18,Tuvalu,,,,,,,
716,2022-09-18,Uruguay,,,,,,,
717,2022-09-18,Venezuela (Bolivarian Republic of),,,,,,,
718,2022-09-18,Northern Mariana Islands (the),,,,,,,
719,2022-09-18,Timor-Leste,,,,,,,
720,2022-09-18,South Sudan,,,,,,,
721,2022-09-18,Tonga,,,,,,,
722,2022-09-18,Uganda,,,,,,,
723,2022-09-18,Ukraine,,,,,,,
724,2022-09-18,South Africa,,,,,,,
725,2022-09-18,Serbia,,,,,,,
726,2022-09-18,Armenia,,,,,,,
727,2022-09-18,Benin,2022-09-01,2022-10-31,"Abomey-calavi, Adjohoun, Aguegue, Athieme, Banikoara, Bonou, Bopa, Cotonou, Dangbo, Dassa, Glazoue, Grand-popo, Karimama, Lokossa, Malanville, Ouesse, Ouinhi, Savalou, Seme-kpodji, So-ava, Tchaourou, Zangnanado, Ze, Zogbodome (Adm2). ",Flood,,44.0,73000.0
728,2022-09-18,Guadeloupe,,,,,,,
729,2022-09-18,Hong Kong,,,,,,,
730,2022-09-18,Belarus,,,,,,,
731,2022-09-18,Anguilla,,,,,,,
732,2022-09-18,United Arab Emirates (the),,,,,,,
733,2022-09-18,Antigua and Barbuda,,,,,,,
734,2022-09-18,Barbados,,,,,,,
735,2022-09-18,Botswana,,,,,,,
736,2022-09-18,Switzerland,,,,,,,
737,2022-09-18,Czech Republic (the),,,,,,,
738,2022-09-18,Djibouti,,,,,,,
739,2022-09-18,Estonia,,,,,,,
740,2022-09-18,Guinea-Bissau,,,,,,,
741,2022-09-18,Comoros (the),,,,,,,
742,2022-09-18,Cambodia,2022-09-01,2022-10-13,Otdar Meanchey (Adm1). ,Flood,,15.0,167770.0
743,2022-09-18,Hungary,,,,,,,
744,2022-09-18,Saint Lucia,,,,,,,
745,2022-09-18,Jamaica,,,,,,,
746,2022-09-18,Mongolia,,,,,,,
747,2022-09-18,Macao,,,,,,,
748,2022-09-18,Puerto Rico,2022-09-17,2022-09-18,,Storm,2500000.0,25.0,
749,2022-09-18,Martinique,,,,,,,
750,2022-09-18,Mauritania,,,,,,,
751,2022-09-18,Saint Kitts and Nevis,,,,,,,
752,2022-09-18,French Polynesia,,,,,,,
753,2022-09-18,Latvia,,,,,,,
754,2022-09-18,Mauritius,,,,,,,
755,2022-09-18,Réunion,,,,,,,
756,2022-09-18,Jordan,,,,,,,
757,2022-09-18,Kuwait,,,,,,,
758,2022-09-18,Lithuania,,,,,,,
759,2022-09-18,Marshall Islands (the),,,,,,,
760,2022-09-18,Palau,,,,,,,
761,2022-09-18,Qatar,,,,,,,
762,2022-09-18,Moldova (the Republic of),,,,,,,
763,2022-09-18,Libya,,,,,,,
764,2022-09-18,Maldives,,,,,,,
765,2022-09-18,Saint Vincent and the Grenadines,,,,,,,
766,2022-09-18,Singapore,,,,,,,
767,2022-09-18,Virgin Island (U.S.),,,,,,,
768,2022-09-18,Tunisia,,,,,,,
769,2022-09-18,Turks and Caicos Islands (the),,,,,,,
770,2022-09-18,Saint Barthélemy,,,,,,,
771,2022-09-18,Slovakia,,,,,,,
772,2022-09-18,Chad,2022-06-06,2022-10-31,"Batha Est, Batha Ouest, Ennedi, Logone Oriental, Mandoul, Ouaddai, Salamat, Sila, Tandjile Est, Tandjile Ouest (Adm1). ",Flood,,22.0,1100229.0
773,2022-09-18,Virgin Island (British),,,,,,,
774,2022-09-18,Zambia,,,,,,,
775,2022-09-18,Montenegro,,,,,,,
776,2022-09-18,Saint Martin (French Part),,,,,,,
777,2022-09-18,Sint Maarten (Dutch part),,,,,,,
778,2022-09-18,Trinidad and Tobago,,,,,,,
779,2022-09-18,Sweden,2022-05-30,2022-09-30,,Extreme temperature ,,40.0,
780,2022-09-18,Samoa,,,,,,,
781,2022-09-18,Congo (the),,,,,,,
782,2022-09-18,Bhutan,,,,,,,
783,2022-09-18,Cyprus,2022-05-30,2022-09-30,,Extreme temperature ,,101.0,
784,2022-09-18,Denmark,,,,,,,
785,2022-09-18,Gambia (the),2022-07-30,2022-10-31,"North Bank, West Coast (Adm1). Banjul (Adm2). ",Flood,,6.0,17201.0
786,2022-09-18,Luxembourg,,,,,,,
787,2022-09-18,Norway,2022-05-30,2022-09-30,,Extreme temperature ,,30.0,
788,2022-09-18,French Guiana,,,,,,,
789,2022-09-18,Isle of Man,,,,,,,
790,2022-09-18,Namibia,,,,,,,
791,2022-09-18,Lesotho,,,,,,,
792,2022-09-18,New Caledonia,,,,,,,
793,2022-09-18,Senegal,,,,,,,
794,2022-09-18,Uzbekistan,,,,,,,
795,2022-09-18,Slovenia,,,,,,,
796,2022-09-18,Togo,,,,,,,
797,2022-09-18,Sao Tome and Principe,,,,,,,
798,2022-09-18,Canary Is,,,,,,,
799,2022-09-18,Eswatini,,,,,,,
800,2022-09-18,Finland,,,,,,,
801,2022-09-18,Malta,,,,,,,
802,2022-09-18,Gabon,,,,,,,
803,2022-09-18,Equatorial Guinea,,,,,,,
804,2022-09-18,Guam,,,,,,,
805,2022-09-19,China,,,,,,,
806,2022-09-19,Dominica,,,,,,,
807,2022-09-19,Bangladesh,2022-05-17,2022-09-30,"Bogra, Gaibandha, Jamalpur, Kurigram, Lalmonirhat, Madaripur, Nilphamari, Shariatpur, Sirajganj (Adm2). ",Flood,462500.0,141.0,7200000.0
808,2022-09-19,Afghanistan,,,,,,,
809,2022-09-19,Chile,,,,,,,
810,2022-09-19,Egypt,,,,,,,
811,2022-09-19,Australia,,,,,,,
812,2022-09-19,Bahamas (the),,,,,,,
813,2022-09-19,Angola,,,,,,,
814,2022-09-19,Albania,,,,,,,
815,2022-09-19,Côte d’Ivoire,,,,,,,
816,2022-09-19,Colombia,2022-08-27,2022-10-18,"Caimito, Guaranda, Majagual (Adm2). ",Flood,,,167250.0
817,2022-09-19,Costa Rica,,,,,,,
818,2022-09-19,Ecuador,,,,,,,
819,2022-09-19,Georgia,,,,,,,
820,2022-09-19,Burkina Faso,,,,,,,
821,2022-09-19,Brazil,,,,,,,
822,2022-09-19,Cuba,,,,,,,
823,2022-09-19,Argentina,,,,,,,
824,2022-09-19,Central African Republic,2022-07-01,2022-10-31,"Bangui, Lobaye, Ouaka, Ouham-Pendé (Adm1). ",Flood,,16.0,118003.0
825,2022-09-19,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,
826,2022-09-19,Haiti,,,,,,,
827,2022-09-19,Burundi,,,,,,,
828,2022-09-19,Belgium,,,,,,,
829,2022-09-19,Bulgaria,,,,,,,
830,2022-09-19,Bosnia and Herzegovina,,,,,,,
831,2022-09-19,Belize,,,,,,,
832,2022-09-19,Bolivia (Plurinational State of),,,,,,,
833,2022-09-19,Canada,,,,,,,
834,2022-09-19,Cameroon,2022-06-26,2022-10-31,,Flood,15000.0,2.0,153095.0
835,2022-09-19,Cabo Verde,,,,,,,
836,2022-09-19,Dominican Republic (the),2022-09-19,2022-09-20,"Duarte, El Seibo, Espaillat, Hato Mayor, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monte Plata, Puerto Plata, Samana, San José de Ocoa, San Pedro de Macoris, Sanchez Ramirez (Adm1). ",Storm,,2.0,1434802.0
837,2022-09-19,Algeria,,,,,,,
838,2022-09-19,Spain,,,,,,,
839,2022-09-19,France,,,,,,,
840,2022-09-19,Micronesia (Federated States of),,,,,,,
841,2022-09-19,Ghana,,,,,,,
842,2022-09-19,Guinea,,,,,,,
843,2022-09-19,Greece,,,,,,,
844,2022-09-19,Guatemala,,,,,,,
845,2022-09-19,Guyana,,,,,,,
846,2022-09-19,Croatia,,,,,,,
847,2022-09-19,Fiji,,,,,,,
848,2022-09-19,Ethiopia,2022-09-16,2023-07-27,,Epidemic,,31.0,11146.0
849,2022-09-19,Austria,,,,,,,
850,2022-09-19,Germany,,,,,,,
851,2022-09-19,Honduras,2022-07-02,2022-09-28,"Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Intibuca, La Paz, Lempira, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro (Adm1). ",Flood,,9.0,76657.0
852,2022-09-19,Macedonia (the former Yugoslav Republic of),,,,,,,
853,2022-09-19,India,2022-05-17,2022-10-31,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2). ",Flood,4200000.0,2035.0,1301260.0
854,2022-09-19,India,2022-09-18,2022-09-24,Uttar Pradesh (Adm1). ,Flood,,,
855,2022-09-19,Japan,2022-09-18,2022-09-20,Kagosima (Adm1). ,Storm,2000000.0,5.0,1340.0
856,2022-09-19,Madagascar,,,,,,,
857,2022-09-19,Philippines (the),,,,,,,
858,2022-09-19,Mexico,2022-09-19,2022-09-19,"Colima, Jalisco, Michoacan (Adm1). ",Earthquake,25000.0,2.0,17886.0
859,2022-09-19,Malawi,2022-03-03,2023-03-17,,Epidemic,,1560.0,50454.0
860,2022-09-19,Nepal,,,,,,,
861,2022-09-19,Pakistan,,,,,,,
862,2022-09-19,Italy,,,,,,,
863,2022-09-19,Lao People's Democratic Republic (the),,,,,,,
864,2022-09-19,Sri Lanka,,,,,,,
865,2022-09-19,Myanmar,,,,,,,
866,2022-09-19,Malaysia,,,,,,,
867,2022-09-19,Peru,,,,,,,
868,2022-09-19,Rwanda,,,,,,,
869,2022-09-19,Tajikistan,,,,,,,
870,2022-09-19,Indonesia,,,,,,,
871,2022-09-19,"Palestine, State of",,,,,,,
872,2022-09-19,Syrian Arab Republic,2022-09-11,2022-09-20,,Epidemic,,23.0,1189.0
873,2022-09-19,Ireland,,,,,,,
874,2022-09-19,Kiribati,,,,,,,
875,2022-09-19,Oman,,,,,,,
876,2022-09-19,Solomon Islands,,,,,,,
877,2022-09-19,Somalia,,,,,,,
878,2022-09-19,Iran (Islamic Republic of),,,,,,,
879,2022-09-19,Iraq,,,,,,,
880,2022-09-19,Israel,,,,,,,
881,2022-09-19,Kazakhstan,,,,,,,
882,2022-09-19,Kenya,,,,,,,
883,2022-09-19,Kyrgyzstan,,,,,,,
884,2022-09-19,Lebanon,,,,,,,
885,2022-09-19,Mali,2022-07-01,2022-10-31,Mopti (Adm1). ,Flood,,10.0,79012.0
886,2022-09-19,Mozambique,,,,,,,
887,2022-09-19,Nigeria,2022-07-01,2022-10-31,"Adamawa, Akwa Ibom, Anambra, Bayelsa, Benue, Borno, Cross River, Delta, Enugu, Imo, Kebbi, Kogi, Lagos, Nassarawa, Niger, Rivers, Taraba, Yobe (Adm1). ",Flood,4200000.0,603.0,2802500.0
888,2022-09-19,Nicaragua,,,,,,,
889,2022-09-19,New Zealand,,,,,,,
890,2022-09-19,Panama,,,,,,,
891,2022-09-19,Papua New Guinea,,,,,,,
892,2022-09-19,Poland,,,,,,,
893,2022-09-19,Korea (the Democratic People's Republic of),,,,,,,
894,2022-09-19,Portugal,,,,,,,
895,2022-09-19,Paraguay,,,,,,,
896,2022-09-19,Romania,,,,,,,
897,2022-09-19,Russian Federation (the),,,,,,,
898,2022-09-19,Saudi Arabia,,,,,,,
899,2022-09-19,Sudan (the),2022-05-10,2022-09-30,"Kassala, Southern Kordofan, Western Darfur, White Nile (Adm1). Kas (Adm2). ",Flood,10000.0,146.0,349122.0
900,2022-09-19,Sierra Leone,,,,,,,
901,2022-09-19,El Salvador,,,,,,,
902,2022-09-19,Netherlands (the),,,,,,,
903,2022-09-19,Morocco,,,,,,,
904,2022-09-19,Korea (the Republic of),,,,,,,
905,2022-09-19,Liberia,,,,,,,
906,2022-09-19,Niger (the),2022-06-01,2022-09-30,"Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder (Adm1). ",Flood,,195.0,322185.0
907,2022-09-19,Thailand,,,,,,,
908,2022-09-19,United States of America (the),,,,,,,
909,2022-09-19,Viet Nam,,,,,,,
910,2022-09-19,Congo (the Democratic Republic of the),,,,,,,
911,2022-09-19,Turkey,,,,,,,
912,2022-09-19,Taiwan (Province of China),,,,,,,
913,2022-09-19,"Tanzania, United Republic of",,,,,,,
914,2022-09-19,Vanuatu,,,,,,,
915,2022-09-19,Yemen,,,,,,,
916,2022-09-19,Zimbabwe,,,,,,,
917,2022-09-19,Tuvalu,,,,,,,
918,2022-09-19,Uruguay,,,,,,,
919,2022-09-19,Venezuela (Bolivarian Republic of),,,,,,,
920,2022-09-19,Northern Mariana Islands (the),,,,,,,
921,2022-09-19,Timor-Leste,,,,,,,
922,2022-09-19,South Sudan,,,,,,,
923,2022-09-19,Tonga,,,,,,,
924,2022-09-19,Uganda,,,,,,,
925,2022-09-19,Ukraine,,,,,,,
926,2022-09-19,South Africa,,,,,,,
927,2022-09-19,Serbia,,,,,,,
928,2022-09-19,Armenia,,,,,,,
